sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex_race
male,40,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,0,male-african-american
male,22,less than 25,african-american,0,0,1,0,f,uttering a forged instrument,3,low,0,male-african-american
female,40,25 - 45,other,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,female-other
female,45,greater than 45,african-american,0,0,0,1,f,aggrav battery w/deadly weapon,4,low,0,female-african-american
male,21,less than 25,caucasian,0,1,2,1,f,burglary conveyance unoccup,8,high,0,male-caucasian
male,35,25 - 45,caucasian,0,0,0,6,f,battery on a person over 65,5,medium,1,male-caucasian
male,52,greater than 45,african-american,0,0,0,1,m,viol injunct domestic violence,1,low,1,male-african-american
male,48,greater than 45,caucasian,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-caucasian
male,48,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,47,greater than 45,african-american,0,0,0,0,m,battery,5,medium,0,male-african-american
male,35,25 - 45,african-american,3,0,0,13,f,possession of cocaine,10,high,0,male-african-american
male,52,greater than 45,african-american,0,0,0,2,f,arrest case no charge,1,low,0,male-african-american
male,21,less than 25,caucasian,0,0,0,0,m,battery,8,high,1,male-caucasian
male,53,greater than 45,caucasian,0,0,0,1,m,aggravated assault w/dead weap,1,low,0,male-caucasian
male,22,less than 25,african-american,0,0,0,0,m,open carrying of weapon,6,medium,0,male-african-american
male,45,greater than 45,african-american,0,0,0,1,f,arrest case no charge,3,low,0,male-african-american
female,27,25 - 45,caucasian,0,0,0,0,f,burglary with assault/battery,2,low,0,female-caucasian
male,25,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,28,25 - 45,caucasian,0,0,0,3,f,arrest case no charge,3,low,0,male-caucasian
male,36,25 - 45,african-american,0,0,0,3,m,battery,2,low,1,male-african-american
male,42,25 - 45,african-american,0,0,0,1,f,possession of cocaine,2,low,0,male-african-american
female,33,25 - 45,caucasian,0,0,0,2,f,poss contr subst w/o prescript,2,low,0,female-caucasian
female,42,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
female,28,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,27,25 - 45,african-american,0,0,0,25,f,arrest case no charge,10,high,1,male-african-american
female,21,less than 25,caucasian,0,0,0,0,f,burglary unoccupied dwelling,6,medium,0,female-caucasian
male,36,25 - 45,caucasian,0,0,0,0,f,felony battery (dom strang),1,low,0,male-caucasian
male,28,25 - 45,caucasian,0,0,0,1,m,battery,3,low,0,male-caucasian
male,34,25 - 45,african-american,0,0,0,3,f,felony driving while lic suspd,1,low,0,male-african-american
female,25,25 - 45,african-american,0,0,0,1,f,aggrav battery w/deadly weapon,3,low,0,female-african-american
male,21,less than 25,african-american,0,1,0,1,m,assault,8,high,0,male-african-american
male,48,greater than 45,african-american,0,0,0,1,f,hiring with intent to defraud,1,low,0,male-african-american
male,37,25 - 45,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,37,25 - 45,caucasian,0,0,0,1,m,battery,1,low,1,male-caucasian
male,39,25 - 45,caucasian,0,0,0,1,f,solicit deliver cocaine,3,low,0,male-caucasian
male,49,greater than 45,other,0,0,0,2,f,arrest case no charge,1,low,0,male-other
male,43,25 - 45,caucasian,0,0,0,5,f,burglary structure unoccup,5,medium,0,male-caucasian
male,53,greater than 45,african-american,0,0,0,1,m,dui property damage/injury,2,low,0,male-african-american
male,39,25 - 45,caucasian,0,0,0,0,m,viol injunct domestic violence,1,low,0,male-caucasian
male,36,25 - 45,caucasian,0,0,0,2,f,"poss3,4 methylenedioxymethcath",1,low,0,male-caucasian
female,24,less than 25,african-american,0,0,0,1,f,arrest case no charge,9,high,0,female-african-american
male,35,25 - 45,hispanic,0,0,0,0,m,battery,2,low,0,male-hispanic
male,23,less than 25,african-american,0,0,0,3,f,tampering with physical evidence,7,medium,0,male-african-american
male,26,25 - 45,african-american,0,0,0,2,f,aggrav battery w/deadly weapon,2,low,0,male-african-american
female,30,25 - 45,african-american,0,3,2,14,f,carrying concealed firearm,10,high,1,female-african-american
male,25,25 - 45,caucasian,0,0,0,2,m,driving under the influence,6,medium,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,2,m,battery,4,low,0,male-african-american
male,60,greater than 45,hispanic,0,0,0,0,f,false imprisonment,1,low,0,male-hispanic
female,20,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,5,medium,0,female-african-american
male,23,less than 25,caucasian,0,0,0,0,f,"poss3,4 methylenedioxymethcath",3,low,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,5,f,arrest case no charge,7,medium,1,male-african-american
male,40,25 - 45,caucasian,0,0,0,4,m,driving under the influence,1,low,0,male-caucasian
male,28,25 - 45,other,0,0,0,1,f,felony driving while lic suspd,3,low,1,male-other
male,53,greater than 45,caucasian,0,0,0,1,f,arrest case no charge,1,low,0,male-caucasian
female,24,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,3,low,0,female-african-american
male,31,25 - 45,hispanic,0,0,0,0,f,stalking (aggravated),1,low,0,male-hispanic
female,33,25 - 45,caucasian,0,0,0,2,f,possession of hydromorphone,3,low,0,female-caucasian
male,26,25 - 45,caucasian,0,3,0,8,f,robbery / weapon,10,high,1,male-caucasian
male,32,25 - 45,caucasian,0,0,0,2,f,possession of alprazolam,2,low,0,male-caucasian
male,25,25 - 45,caucasian,0,0,0,0,f,arrest case no charge,2,low,1,male-caucasian
male,21,less than 25,african-american,0,0,0,1,f,grand theft in the 3rd degree,2,low,0,male-african-american
male,38,25 - 45,african-american,0,0,0,3,f,felony battery w/prior convict,5,medium,0,male-african-american
male,23,less than 25,caucasian,0,0,0,0,f,fleeing or attmp eluding a leo,2,low,0,male-caucasian
male,20,less than 25,caucasian,0,0,1,0,f,arrest case no charge,6,medium,1,male-caucasian
male,24,less than 25,african-american,0,0,0,1,f,burglary unoccupied dwelling,2,low,1,male-african-american
male,23,less than 25,hispanic,0,0,0,0,f,agg fleeing/eluding high speed,2,low,0,male-hispanic
male,49,greater than 45,african-american,0,0,0,3,f,arrest case no charge,4,low,0,male-african-american
male,28,25 - 45,caucasian,0,0,0,0,m,battery,3,low,0,male-caucasian
male,67,greater than 45,caucasian,0,0,0,3,f,arrest case no charge,1,low,0,male-caucasian
male,33,25 - 45,hispanic,0,0,0,0,f,aggravated battery / pregnant,1,low,0,male-hispanic
male,52,greater than 45,african-american,0,0,0,0,f,solicitation on felony 3 deg,1,low,0,male-african-american
male,22,less than 25,caucasian,0,0,0,1,f,grand theft in the 3rd degree,9,high,0,male-caucasian
male,40,25 - 45,caucasian,0,0,0,0,m,battery,1,low,1,male-caucasian
male,30,25 - 45,caucasian,0,0,0,1,m,expired dl more than 6 months,8,high,1,male-caucasian
male,42,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,0,male-african-american
male,46,greater than 45,caucasian,0,0,0,4,f,video voyeur-<24y on child >16,2,low,0,male-caucasian
male,38,25 - 45,african-american,0,0,0,4,f,sell or offer for sale counterfeit goods,3,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,0,m,grand theft (motor vehicle),5,medium,0,male-caucasian
male,27,25 - 45,hispanic,0,0,0,2,f,lewd/lasc battery pers 12+/<16,3,low,0,male-hispanic
male,61,greater than 45,caucasian,0,0,0,1,f,arrest case no charge,4,low,0,male-caucasian
male,57,greater than 45,caucasian,0,0,0,0,f,aggrav battery w/deadly weapon,1,low,0,male-caucasian
male,24,less than 25,caucasian,0,0,3,3,m,battery,5,medium,1,male-caucasian
male,34,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,0,male-african-american
male,27,25 - 45,hispanic,0,0,0,1,f,throw missile into pub/priv dw,2,low,0,male-hispanic
male,35,25 - 45,african-american,0,0,0,10,m,viol prot injunc repeat viol,8,high,1,male-african-american
male,44,25 - 45,african-american,0,0,0,0,f,robbery / no weapon,1,low,0,male-african-american
male,61,greater than 45,caucasian,0,0,0,10,f,burglary conveyance unoccup,6,medium,0,male-caucasian
male,42,25 - 45,african-american,0,0,0,4,m,driving license suspended,1,low,0,male-african-american
female,53,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,26,25 - 45,african-american,0,0,0,3,m,poss of controlled substance,10,high,0,male-african-american
male,50,greater than 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,7,medium,0,male-caucasian
male,44,25 - 45,caucasian,3,0,0,16,m,driving under the influence,7,medium,0,male-caucasian
male,24,less than 25,african-american,0,1,3,4,f,agg assault w/int com fel dome,6,medium,1,male-african-american
male,50,greater than 45,caucasian,0,0,0,0,f,possession of cocaine,1,low,0,male-caucasian
female,36,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,39,25 - 45,caucasian,0,0,0,0,f,arrest case no charge,3,low,0,male-caucasian
female,54,greater than 45,african-american,0,0,0,7,f,fraudulent use of credit card,6,medium,0,female-african-american
male,29,25 - 45,african-american,0,0,0,0,m,resist officer w/violence,2,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,0,m,battery,6,medium,0,male-caucasian
male,34,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,20,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,3,low,0,male-african-american
male,26,25 - 45,african-american,0,0,0,4,f,possession of methamphetamine,8,high,1,male-african-american
male,26,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,2,low,0,male-african-american
male,55,greater than 45,african-american,0,0,0,1,f,possession of cocaine,4,low,0,male-african-american
male,22,less than 25,african-american,0,0,0,0,m,prowling/loitering,9,high,0,male-african-american
female,26,25 - 45,african-american,0,0,0,0,m,possess cannabis/20 grams or less,4,low,0,female-african-american
male,56,greater than 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,46,greater than 45,other,0,0,0,2,f,possession of diazepam,3,low,0,male-other
male,28,25 - 45,african-american,0,0,0,4,f,burglary structure assault/batt,7,medium,0,male-african-american
male,33,25 - 45,african-american,0,0,0,8,f,possession of oxycodone,6,medium,0,male-african-american
female,31,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,26,25 - 45,african-american,0,0,0,1,m,poss of controlled substance,5,medium,0,male-african-american
male,34,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,33,25 - 45,other,0,0,0,0,f,sell or offer for sale counterfeit goods,1,low,0,male-other
female,32,25 - 45,african-american,0,0,0,0,f,felony driving while lic suspd,2,low,0,female-african-american
male,37,25 - 45,african-american,0,0,0,9,f,poss cocaine/intent to del/sel,6,medium,1,male-african-american
male,50,greater than 45,african-american,0,0,0,1,f,possession of cocaine,5,medium,0,male-african-american
male,35,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,0,male-caucasian
female,52,greater than 45,african-american,0,0,0,8,f,arrest case no charge,9,high,0,female-african-american
male,26,25 - 45,african-american,0,1,2,5,f,shoot in occupied dwell,7,medium,1,male-african-american
male,19,less than 25,other,0,0,0,0,m,battery,9,high,1,male-other
male,24,less than 25,african-american,0,0,0,0,m,battery,2,low,0,male-african-american
male,21,less than 25,african-american,0,1,0,1,f,robbery / no weapon,9,high,0,male-african-american
male,54,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,49,greater than 45,caucasian,0,0,0,0,f,grand theft (motor vehicle),1,low,0,male-caucasian
male,42,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,0,male-caucasian
male,74,greater than 45,caucasian,0,0,0,0,m,dui - enhanced,1,low,0,male-caucasian
female,38,25 - 45,hispanic,0,0,0,0,f,possession of cannabis,1,low,0,female-hispanic
female,39,25 - 45,african-american,0,0,0,1,f,arrest case no charge,1,low,0,female-african-american
female,38,25 - 45,african-american,0,0,0,0,f,arrest case no charge,1,low,0,female-african-american
male,53,greater than 45,caucasian,0,0,0,1,m,dui property damage/injury,1,low,0,male-caucasian
male,23,less than 25,african-american,0,1,0,2,f,burglary unoccupied dwelling,9,high,0,male-african-american
female,64,greater than 45,caucasian,0,0,0,1,f,arrest case no charge,1,low,0,female-caucasian
female,41,25 - 45,hispanic,0,0,0,0,f,burglary structure unoccup,1,low,0,female-hispanic
male,53,greater than 45,other,0,0,0,0,m,driving under the influence,1,low,0,male-other
male,34,25 - 45,african-american,0,0,0,0,f,battery on a person over 65,1,low,0,male-african-american
male,26,25 - 45,african-american,0,0,0,1,m,criminal mischief damage <$200,1,low,0,male-african-american
male,44,25 - 45,caucasian,0,0,0,4,f,driving while license revoked,2,low,0,male-caucasian
female,27,25 - 45,caucasian,0,0,0,0,f,aggrav battery w/deadly weapon,2,low,0,female-caucasian
male,28,25 - 45,caucasian,0,0,0,14,f,pos cannabis w/intent sel/del,9,high,0,male-caucasian
male,55,greater than 45,caucasian,0,0,0,1,m,dui property damage/injury,1,low,0,male-caucasian
male,36,25 - 45,african-american,0,0,0,15,f,arrest case no charge,5,medium,0,male-african-american
male,23,less than 25,african-american,0,0,0,1,f,arrest case no charge,4,low,0,male-african-american
male,56,greater than 45,african-american,0,0,0,1,m,driving under the influence,1,low,0,male-african-american
male,37,25 - 45,caucasian,0,0,0,1,m,battery,6,medium,0,male-caucasian
male,45,greater than 45,african-american,0,0,0,3,m,viol pretrial release dom viol,2,low,0,male-african-american
female,31,25 - 45,african-american,0,0,0,14,f,aggravated assault,8,high,0,female-african-american
male,42,25 - 45,african-american,0,0,0,7,f,felony battery (dom strang),5,medium,1,male-african-american
female,36,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,female-african-american
male,54,greater than 45,caucasian,0,0,0,0,m,prostitution/lewd act assignation,1,low,0,male-caucasian
male,23,less than 25,hispanic,0,0,0,0,m,leaving acc/unattended veh,7,medium,0,male-hispanic
male,61,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,42,25 - 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,female-caucasian
male,27,25 - 45,african-american,0,0,0,1,m,possess cannabis/20 grams or less,5,medium,0,male-african-american
male,24,less than 25,caucasian,0,0,0,2,m,battery,3,low,0,male-caucasian
male,38,25 - 45,caucasian,0,0,0,0,f,felony battery (dom strang),1,low,0,male-caucasian
male,21,less than 25,caucasian,0,1,1,1,m,unl/disturb education/instui,3,low,0,male-caucasian
male,39,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,4,low,0,male-caucasian
male,29,25 - 45,caucasian,0,0,0,0,f,uttering a forged instrument,1,low,0,male-caucasian
male,29,25 - 45,caucasian,0,0,0,1,f,possession of cocaine,3,low,0,male-caucasian
male,44,25 - 45,african-american,1,0,0,7,f,poss of cocaine w/i/d/s 1000ft park,6,medium,0,male-african-american
male,27,25 - 45,african-american,0,0,0,0,m,susp drivers lic 1st offense,2,low,0,male-african-american
male,27,25 - 45,african-american,0,0,0,8,f,felony battery (dom strang),7,medium,1,male-african-american
male,61,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,27,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,9,m,violation of boater safety id,4,low,1,male-caucasian
male,25,25 - 45,african-american,0,0,0,2,f,arrest case no charge,4,low,0,male-african-american
male,23,less than 25,other,0,0,0,5,m,resist/obstruct w/o violence,10,high,1,male-other
male,23,less than 25,african-american,0,0,0,1,m,leave acc/attend veh/more $50,4,low,0,male-african-american
male,30,25 - 45,other,0,1,1,3,m,battery,1,low,0,male-other
female,45,greater than 45,african-american,0,0,0,2,f,false motor veh insurance card,3,low,0,female-african-american
female,26,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,21,less than 25,caucasian,0,0,0,0,f,arrest case no charge,8,high,1,male-caucasian
female,62,greater than 45,caucasian,0,0,0,0,m,lve/scen/acc/veh/prop/damage,1,low,0,female-caucasian
male,48,greater than 45,caucasian,0,0,0,0,f,possession of cocaine,3,low,0,male-caucasian
male,53,greater than 45,african-american,0,0,0,1,m,dwls susp/cancel revoked,1,low,0,male-african-american
male,28,25 - 45,african-american,1,1,0,5,f,aggrav stalking after injunctn,10,high,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,1,f,fleeing or attmp eluding a leo,2,low,0,male-caucasian
male,35,25 - 45,hispanic,0,0,0,2,f,arrest case no charge,1,low,0,male-hispanic
male,35,25 - 45,african-american,0,0,0,4,m,driving license suspended,5,medium,0,male-african-american
female,37,25 - 45,african-american,1,0,0,7,f,deliver cocaine 1000ft store,3,low,0,female-african-american
female,32,25 - 45,african-american,0,0,0,0,f,uttering forged bills,2,low,0,female-african-american
male,53,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
